Time (s),CO (ppm),Humidity (%r.h.),Temperature (C),Flow rate (mL/min),Heater voltage (V),R1 (MOhm),R2 (MOhm),R3 (MOhm),R4 (MOhm),R5 (MOhm),R6 (MOhm),R7 (MOhm),R8 (MOhm),R9 (MOhm),R10 (MOhm),R11 (MOhm),R12 (MOhm),R13 (MOhm),R14 (MOhm)
295820.295,26.68,235.0108,107.4325,959.7358,2.6332,-24.8909,-32.657,-34.8754,-3.6933,-21.4097,-27.1672,-26.2477,27.4925,20.1022,27.0571,36.7896,27.4017,22.649,30.4566
295839.8034,26.68,233.6914,107.4847,960.1644,2.1488,92.4505,121.9652,128.9146,46.13,108.3155,115.996,123.509,61.5946,51.7583,64.5448,61.5551,67.828,56.6173,70.5802
295859.3021,26.68,233.1523,107.5563,960.1808,0.8768,152.7729,165.2062,212.5456,98.928,204.0651,216.5704,220.5921,155.4881,133.4274,163.2468,157.5641,152.4947,130.3909,171.0295
295878.808,26.68,231.5968,107.4724,959.194,0.4292,25.8605,18.5891,48.5496,90.8068,168.0025,139.531,169.6261,159.2175,132.6407,166.2598,177.6311,164.5045,140.0247,184.3012
295898.3305,26.68,231.6262,107.5932,960.061,2.1598,-15.8456,-20.2448,-22.3847,21.2256,21.9368,2.5744,15.3754,55.3304,45.1701,57.7229,68.6254,49.9424,41.4461,55.201
295917.8453,26.68,231.3097,107.6006,959.8434,2.5212,66.3165,81.9495,94.514,34.5569,80.7617,87.7171,92.4121,45.3115,37.0911,47.0911,44.1025,50.3192,42.4029,51.8599
295937.3626,26.68,229.6743,107.6027,959.4788,0.8197,167.1957,179.3152,227.5021,102.4681,210.523,221.7252,227.1855,160.8175,136.9197,169.057,162.8989,158.6019,136.1438,179.3099
295956.8698,26.68,229.5882,107.5854,959.1766,0.8437,30.6335,21.2065,55.4531,88.4541,168.1488,144.6434,170.6458,146.0274,122.2247,152.117,157.9119,145.5925,124.4969,165.7022
295976.377,26.68,229.4061,107.4623,960.0498,0.5258,4.1086,3.6726,7.8085,55.1481,80.5747,49.2574,76.0782,134.183,109.7556,141.7058,162.3229,144.9575,120.9393,160.155
295996.1971,26.68,227.7069,107.5781,959.8791,1.8477,-8.5387,-12.3268,-14.0414,9.254,1.5638,-6.1214,-1.653,68.6836,49.8552,64.2499,77.13,63.6734,52.6868,70.3507
296015.7461,26.68,227.5329,107.4584,960.0073,2.881,37.5357,54.2534,58.7249,22.1908,52.944,57.712,60.7653,28.5583,22.8643,28.9677,27.4813,32.9885,27.3895,33.2189
296035.2507,26.68,227.5527,107.5852,960.1087,0.8724,177.4929,202.4467,238.9688,102.6947,212.6136,224.9646,229.3567,157.2146,135.3159,167.3986,159.164,156.3764,133.7068,175.107
296054.752,26.68,227.5704,107.6008,960.0622,0.6517,37.6911,27.3707,66.9927,93.8673,174.5085,153.2834,179.5595,159.6655,133.9925,166.459,171.5727,157.4822,136.9925,181.6598
296074.2639,26.68,225.7981,107.5973,960.234,1.4331,0.3991,-3.0843,-1.309,42.3338,64.8398,37.3351,59.6377,94.5849,76.7347,97.9776,109.5817,98.0977,82.1198,109.3266
296093.7685,26.68,225.53,107.6098,959.791,2.9982,13.3445,24.8446,29.5485,11.9769,27.9008,31.9503,35.1787,14.6489,12.0558,15.553,14.7386,19.5468,16.3664,19.4098
296113.2706,26.68,225.6356,107.4494,959.7687,0.9103,183.8813,213.305,247.2166,102.9124,211.7779,225.8952,231.0015,155.8528,133.3795,164.7782,156.228,155.544,132.6026,172.3986
296132.7691,26.68,223.8262,107.5909,959.3534,0.7849,47.6564,36.983,82.0942,94.2904,177.5689,164.0076,183.6297,155.9467,131.8161,162.1394,165.6202,153.6239,132.3219,177.0775
296152.28,26.68,223.5319,107.4537,959.8947,0.7641,3.9744,2.5521,8.3398,62.1725,97.0701,61.3711,91.9872,134.1606,109.3132,139.9362,155.5962,139.2736,117.7112,156.5466
296171.7921,26.68,223.4554,107.5706,960.0685,1.0184,6.2339,5.2534,4.2214,23.8904,26.6804,16.0514,24.3292,102.0252,80.6926,105.5632,122.0426,105.8344,88.5372,117.1025
296191.3175,26.68,223.7355,107.6,959.9384,3.2165,-12.2241,-7.9223,-3.9039,-0.5176,-0.4482,0.2386,2.3374,1.2746,0.4866,1.3261,2.839,5.2318,4.4943,4.3236
296210.8197,26.68,221.9544,107.601,959.4548,0.9945,188.465,221.3113,244.1229,99.2961,206.9372,219.5239,225.647,148.6167,126.6485,155.6008,146.9556,148.7321,126.9604,164.8854
296230.3465,26.68,221.5189,107.5925,960.0184,0.8298,59.7832,49.2482,98.5911,96.7138,180.7664,170.6433,187.9442,159.1663,134.8822,165.2149,168.1314,155.8279,136.4958,179.7847
296249.886,26.68,221.5406,107.6291,960.6589,0.7139,14.3755,13.5402,19.245,65.8284,106.7025,74.1402,102.9085,135.2358,111.3759,141.0346,149.697,132.2682,112.8318,149.5515
296269.4204,26.68,221.3961,107.4539,960.4418,3.3381,-25.2094,-28.0658,-24.4489,-4.5133,-14.2033,-16.5378,-14.1576,-1.3575,-1.7752,-1.6875,-1.7301,-1.6735,-1.2847,-1.8574
296288.927,26.68,221.8022,107.5759,959.5106,1.1616,179.4819,219.1067,239.0715,95.7393,201.339,213.3784,221.9938,139.3526,118.5482,146.8641,137.9161,142.8768,120.8327,154.7309
296308.4743,26.68,220.121,107.4982,960.3216,0.7858,73.0975,64.2625,115.7907,98.6969,184.9281,180.2512,192.8481,162.6177,139.5305,169.7565,168.6944,156.6659,137.7769,182.6914
296328.2191,26.68,219.4721,107.4083,960.4417,0.8676,5.5044,2.8679,11.8515,69.5961,115.7778,77.3673,110.1228,141.3427,111.6948,141.5488,156.9055,139.1793,118.9186,156.9812
296347.9849,26.68,219.5153,107.5776,959.505,0.5507,13.5429,14.122,15.5722,34.9424,46.0711,31.1112,43.3469,133.8948,101.7724,131.8264,153.2059,130.9946,110.2991,145.2421
296367.7585,26.68,219.5004,107.471,960.0457,3.333,-34.1301,-36.471,-36.8579,-11.3197,-28.7345,-29.2097,-28.4885,-5.9596,-5.5287,-6.3215,-1.9185,-3.2786,-2.3816,-3.0481
296387.5404,26.68,219.4161,107.5432,959.6205,1.2401,176.1833,206.8369,231.017,91.6216,200.0755,201.5033,208.9667,140.1309,111.4132,136.2404,132.5225,133.8356,113.8485,145.2105
296407.3221,26.68,219.8242,107.6009,960.3381,0.9008,79.4539,70.7257,124.5208,99.0393,187.5432,181.5064,192.8316,169.0629,135.9714,166.1726,166.7042,154.7743,136.5163,180.6274
296427.0891,26.68,218.2511,107.5922,959.4673,0.4295,20.1766,18.7541,29.0169,77.2264,132.3097,95.0988,125.7609,161.0629,124.5872,158.9853,174.0239,153.3287,128.6705,170.1544
296446.8643,26.68,217.4918,107.6315,959.9637,3.3186,-37.6165,-42.3335,-40.6237,-7.7121,-23.944,-30.3604,-27.3041,-1.933,-2.4675,-2.4929,2.5612,-2.8609,-2.8209,-3.3599
296466.6451,26.68,217.394,107.4724,959.4322,1.364,174.054,207.4095,220.2433,89.1555,191.0322,200.5342,206.0244,132.5733,107.1402,133.5087,126.1304,129.7272,110.0145,139.8428
296486.419,26.68,217.7817,107.5645,960.0265,0.7819,89.2993,81.1359,133.9625,101.4506,191.3988,188.4989,197.8288,174.9522,141.0828,172.4721,174.1145,159.683,139.5978,185.6513
296506.1868,26.68,216.3014,107.4855,960.0291,0.9282,7.1538,3.5718,14.9381,73.7004,124.787,85.8153,119.1276,144.2859,112.5707,142.8877,155.4728,139.3806,120.4903,160.097
296525.9556,26.68,215.4619,107.5239,960.028,0.3318,14.5756,16.6475,18.5521,39.9839,53.7346,37.1212,51.4586,144.8976,111.0158,143.3442,165.9152,140.8627,118.1208,155.8818
296545.7173,26.68,215.4857,107.6227,960.2436,3.2671,-39.2151,-46.2767,-45.7543,-14.0733,-36.1763,-39.0716,-38.5553,-2.1612,-2.5969,-2.3706,3.8622,-4.652,-3.8144,-4.3774
296565.4857,26.68,215.4584,107.5136,960.07,1.4696,162.3784,199.3657,211.28,84.3237,181.5441,189.1611,194.6117,122.8221,98.8728,124.2848,116.0105,122.225,103.2879,131.2754
296585.2541,26.68,215.4403,107.4402,960.1054,0.9302,96.3355,90.9374,143.6995,101.3981,191.0478,190.538,197.9971,166.1245,137.4909,168.5063,166.3653,155.4151,135.6848,180.0136
296605.0106,26.68,215.4476,107.44,959.4967,0.3135,21.361,20.1239,34.2107,84.4966,145.3386,106.9698,140.707,172.8098,135.255,168.4411,183.2673,163.4909,139.9615,185.2119
296624.8047,26.68,215.3745,107.4395,959.9932,3.306,-38.0315,-46.7543,-46.9853,-8.0618,-26.2787,-34.6838,-29.9657,7.5011,1.8252,1.157,5.7864,1.0509,1.6198,3.3256
296644.4772,26.68,215.7003,107.4451,960.2695,1.6262,150.7573,189.2195,201.1774,81.033,173.3566,181.2368,186.8043,110.3887,93.9051,116.517,110.4225,116.8061,97.6081,123.4824
296664.0089,26.68,214.5024,107.4162,960.0272,0.7828,108.3799,105.3195,158.9768,104.3261,193.1049,195.9264,204.1599,169.4928,144.1853,176.0497,171.0952,160.0683,140.9773,188.2769
296683.5405,26.68,213.4298,107.5305,960.2277,0.9454,10.986,6.0292,21.3527,78.8093,134.9778,98.9635,132.4726,139.4065,115.9876,144.3189,153.1009,141.9881,121.2509,160.5304
296703.0528,26.68,213.4193,107.5177,960.1048,0.249,10.8171,13.2771,16.4703,44.8176,60.4667,39.851,58.119,144.4675,115.6619,150.7013,172.6226,153.1926,128.7807,169.8572
296722.5857,26.68,213.4162,107.5008,959.97,3.0264,-33.0207,-41.8392,-43.989,-11.7531,-32.6433,-36.6387,-36.4431,10.2259,6.8785,10.4157,17.4919,10.4246,8.8567,13.2018
296742.0899,26.68,213.4092,107.5986,959.7676,1.9348,121.9634,155.8621,166.1457,66.1729,141.5044,147.667,154.8795,88.9927,75.4978,93.5009,87.8909,94.9293,79.9674,100.084
296761.6124,26.68,213.6118,107.6,959.8046,0.9208,127.9362,130.1503,182.6234,105.3518,195.9473,203.6142,207.0634,163.2147,140.998,170.901,164.252,156.8011,137.821,181.0279
296781.1329,26.68,212.8441,107.6,959.9294,0.2999,21.112,17.0754,38.8553,92.7168,159.2029,124.1106,158.6266,168.9666,141.6682,177.5029,188.3074,174.8164,149.7398,196.9821
296800.65,26.68,211.4363,107.6,959.5503,2.6378,-25.995,-34.1823,-34.726,7.4573,0.1793,-15.1351,-8.6413,33.8079,27.0772,35.5311,43.9318,31.3474,23.7487,32.1457
296820.1601,26.68,211.4,107.6,959.5327,2.1504,98.6134,128.3664,133.7342,53.3438,113.5272,119.9163,129.4809,70.067,59.0458,73.4916,68.5682,76.0832,64.7025,80.5098
296839.6738,26.68,211.4,107.6,960.0203,0.7966,144.3005,153.3951,203.0161,109.0888,203.5008,211.6126,217.9632,170.6524,146.482,178.9286,171.2282,165.1898,145.4086,190.3701
296859.1953,26.68,211.4,107.6,959.5336,0.8735,20.566,13.2593,38.1194,87.6327,155.1827,123.3061,153.3568,147.3225,123.5554,153.544,158.4159,146.6585,127.3989,167.9099
296878.7152,26.68,211.4,107.6,960.1999,0.4288,5.0008,5.722,9.2023,49.8958,68.5899,41.4979,64.8811,145.3268,117.5376,150.1022,168.5809,153.0365,129.9469,172.0304
296898.2554,26.68,211.4,107.6,960.3072,2.1591,-16.1817,-22.0434,-24.2484,1.0134,-11.3924,-17.4126,-15.3531,51.1306,39.1883,51.7392,63.1702,44.8323,36.6017,49.6959
296917.7602,26.68,211.4,107.6,959.9404,2.5192,63.5744,86.6637,92.6562,37.5371,82.0909,86.445,91.4562,46.4443,39.2258,49.52,46.7263,53.4848,45.0871,54.3888
296937.2659,26.68,211.4,107.6,959.8844,0.8655,161.427,177.7753,220.8595,109.5085,209.1455,217.2177,219.6014,166.7636,143.0339,172.968,166.4208,159.9001,138.8667,181.4341
296956.7877,26.68,211.3971,107.6,960.6209,0.525,27.2966,19.1441,50.7424,95.5143,165.7614,138.6339,168.2233,166.0906,140.3166,173.033,181.0838,166.8276,146.0081,192.7584
296976.3037,26.68,211.408,107.6,960.5671,1.85,-7.5258,-12.1662,-11.879,29.4915,39.326,16.78,33.8413,79.7074,62.1737,77.8523,87.6092,76.7765,65.0888,86.809
296995.8122,26.68,211.4073,107.5998,960.2933,2.877,38.9176,56.2236,60.7655,24.6609,54.4206,58.6923,62.6771,30.4189,24.7635,31.2701,29.6482,35.4281,29.7246,36.1129
297015.3128,26.68,211.3712,107.6007,960.237,0.8722,172.1158,194.3047,234.7143,110.9478,210.905,221.791,228.3389,166.0479,143.597,174.5655,165.7963,163.8381,142.8917,184.6563
297034.8238,26.68,209.5676,107.5992,960.0346,0.8024,34.6896,25.4453,61.9391,94.9324,170.5488,148.5528,170.778,157.3829,132.7424,161.8386,167.1353,153.907,134.4131,175.2094
297054.3511,26.68,209.36,107.6022,959.8093,0.6664,3.4401,2.583,6.6936,56.9456,83.3648,49.7414,77.4545,138.8536,114.4947,146.2238,162.1742,146.3803,124.6949,164.1258
297073.8665,26.68,209.36,107.4621,959.8353,1.3758,-0.6396,-2.5858,-4.3823,15.4777,13.1839,4.8905,10.5038,91.7527,69.9873,89.765,104.3777,88.7771,75.4177,99.9213
297093.3801,26.68,209.36,107.4317,959.8295,3.1682,10.0158,19.4814,24.9352,9.8344,22.8011,25.1053,27.7122,13.1144,9.444,12.4698,12.1184,16.5028,13.7979,16.3092
297112.8854,26.68,209.36,107.5769,960.195,0.9346,180.8325,211.6564,245.5682,109.9353,212.0744,222.1253,228.208,158.0436,138.2326,168.7366,159.3768,159.2227,137.3357,176.1128
297132.3998,26.68,209.3602,107.5947,959.8876,0.7639,44.0471,34.3578,76.769,99.3789,176.129,158.5295,177.7818,163.5664,139.6225,169.1819,172.9411,158.0045,140.1132,186.9949
297151.9217,26.68,209.3726,107.6199,959.9842,1.0197,7.95,6.1741,8.9066,54.9963,84.5832,53.1609,78.7885,119.493,98.9092,125.5324,137.9142,123.3211,105.9324,134.6643
297171.4296,26.68,209.2891,107.4542,960.0769,3.2141,-9.9379,-6.3038,-1.9845,1.8059,3.4957,3.6252,6.2929,3.6898,1.8612,3.3468,4.7675,7.31,6.2546,5.9076
297190.9298,26.68,209.5953,107.5659,960.2676,1.0119,182.7685,217.7936,245.0762,107.4462,211.0791,220.2322,226.1496,149.0821,131.702,160.9226,151.3595,153.4022,131.5974,168.34
297210.4396,26.68,207.7892,107.6,959.9062,0.7855,56.0528,46.6478,93.7075,100.9051,180.5978,168.5072,186.1405,163.1906,139.0312,169.7103,171.6235,159.624,141.0848,186.5655
297229.9571,26.68,207.32,107.6,960.1083,0.8363,4.0366,2.1301,8.7034,66.1218,103.1375,65.1676,97.0785,137.6175,113.9445,143.6433,158.7459,143.4333,122.1886,162.191
297249.4675,26.68,207.32,107.6,959.5441,0.6898,11.0125,12.6074,12.6153,29.7873,37.1903,25.2524,34.9938,123.8333,98.3995,126.8721,143.8357,126.1367,106.9151,137.6573
297268.9794,26.68,207.32,107.6,960.4545,3.322,-27.4808,-31.238,-29.0672,-9.8883,-22.2059,-22.608,-21.3102,-5.5732,-5.3481,-5.9059,-2.4784,-2.5234,-1.7199,-3.6882
297288.4979,26.68,207.32,107.6001,960.2001,1.1462,170.739,218.2322,237.287,100.3972,200.3716,207.2334,216.0872,140.5995,120.5968,147.7527,139.0033,142.5041,121.9025,155.0365
297308.0026,26.68,207.32,107.6009,959.6456,0.893,69.8311,62.3573,113.0051,101.9575,183.2827,176.2153,190.4011,161.356,138.8368,167.6755,169.4623,158.8878,140.4393,184.9767
297327.5156,26.68,207.32,107.5922,960.1043,0.4536,18.6912,18.3655,27.3079,76.5322,124.7564,88.2364,120.2251,154.3016,128.7019,161.4792,170.9983,155.0345,132.1232,173.6237
297347.0173,26.68,207.32,107.6304,959.8283,3.3467,-36.7063,-42.8366,-42.2213,-10.0747,-26.7123,-31.6067,-28.9108,-1.9825,-2.5537,-2.3359,-1.9643,-4.2788,-3.3031,-3.6802
297366.5328,26.68,207.32,107.4812,959.997,1.3638,167.7839,206.711,222.1582,93.9931,189.3864,196.5283,205.7277,127.819,109.1408,133.2927,126.1793,131.7346,111.9322,141.5215
297386.0357,26.68,207.32,107.5307,960.1238,0.7823,87.1881,81.1509,134.7947,105.3666,189.1104,186.7707,199.5537,168.7884,144.5908,174.9382,172.8016,163.5978,144.0223,190.5831
297405.5347,26.68,207.3199,107.5999,959.5395,0.9426,7.2138,3.7595,14.886,75.8361,124.6275,85.6307,119.5558,136.717,115.2443,144.1546,157.1793,143.8717,122.6037,162.4129
297425.0382,26.68,207.318,107.5999,958.9773,0.2742,13.1162,15.8937,18.5647,40.7548,54.0904,36.9704,51.9939,145.2789,117.152,150.654,168.3598,149.1025,125.0544,165.322
297444.5527,26.68,207.3064,107.5991,959.9747,3.1899,-37.2661,-46.3635,-48.0675,-15.6344,-37.7538,-40.3624,-40.9128,2.6938,0.3293,2.8096,4.0741,-1.6431,-1.4195,-0.458
297464.0627,26.68,207.4415,107.6102,959.7442,1.6118,143.617,182.8315,196.9792,81.4264,166.6712,172.4297,181.1067,108.57,92.3353,110.4851,107.0494,113.5905,96.4924,120.805
297483.5586,26.68,206.8936,107.5582,959.9305,0.9463,105.8458,105.0848,160.3807,106.3938,192.3722,194.2899,202.9373,161.8298,141.4102,170.9038,166.2996,156.938,139.1307,182.6813
297503.0776,26.68,205.3449,107.4746,959.3306,0.2489,19.6655,18.1326,34.9846,90.2618,151.4198,113.0393,148.4635,169.3407,142.5375,177.769,190.504,175.2159,149.9618,197.8477
297522.5932,26.68,205.28,107.5941,960.2657,3.027,-32.2473,-42.1237,-42.5994,-2.33,-16.7243,-28.172,-22.193,15.3825,11.3831,15.1766,22.2154,15.6647,12.5429,19.1836
297542.1078,26.68,205.28,107.6,959.9441,1.9396,120.7299,157.8692,164.7125,67.2903,142.2091,149.2179,157.2579,90.404,77.2502,94.6644,87.7347,96.2889,81.5546,101.4377
297561.6238,26.68,205.28,107.6,959.8436,0.7878,124.4604,128.3345,178.893,109.293,198.8221,203.1282,211.6159,171.3286,145.8938,177.0846,173.3556,165.563,146.3129,191.9611
297581.1461,26.68,205.28,107.6,959.8281,0.9164,14.6094,8.9803,28.1003,84.5839,146.0961,109.9791,142.285,143.4709,121.8472,150.6486,158.3972,146.0251,126.6135,166.5611
297600.6479,26.68,205.28,107.6,959.998,0.3181,7.1342,8.8008,12.0506,46.6529,62.6998,38.9058,59.3904,148.1636,120.1504,154.4072,175.5308,156.0327,132.0379,173.7721
297620.1484,26.68,205.28,107.6,959.7662,2.5946,-23.7647,-31.4677,-32.7306,-5.9339,-22.4213,-27.0925,-26.5828,30.6643,22.6593,31.304,40.1204,30.3222,25.3741,34.9401
297639.6799,26.68,205.28,107.6,959.7938,2.3218,88.6032,117.5631,121.5812,50.7425,108.1271,113.2574,121.1852,66.0387,56.0122,67.8117,64.1642,71.7458,60.8632,75.2623
297659.1371,26.68,205.28,107.6,959.8797,0.8947,144.0521,154.0596,201.2494,110.0656,202.5971,210.9472,215.7699,165.058,143.3128,171.3573,165.6208,160.0971,141.5367,184.1866
297678.8619,26.68,205.2786,107.5999,959.976,0.4004,22.1199,16.5777,42.6919,96.2482,162.5204,129.1622,164.1101,168.9944,143.0834,177.8066,189.1082,174.4044,150.4331,198.4124
297698.563,26.68,205.2895,107.6008,959.8448,2.2743,-16.7846,-23.2152,-24.3224,16.2912,15.4931,-2.528,9.2278,57.9654,48.3754,58.3203,61.4255,51.629,43.5484,58.6721
297718.0804,26.68,205.2536,107.5972,959.8664,2.5272,68.7707,92.3461,98.8784,40.4709,85.6713,90.4365,97.7362,51.5268,41.7051,50.4884,48.7328,56.2531,47.4111,57.6503
297737.5948,26.68,205.3721,107.6099,959.6271,0.8211,155.5139,167.2474,216.2974,112.4227,208.0003,216.377,223.1223,167.9269,147.7246,177.266,169.7596,166.5989,146.6923,189.2997
297757.1069,26.68,203.5347,107.4544,960.1562,0.8371,25.0249,17.5054,46.7627,92.9637,162.216,133.8127,162.3245,152.4823,130.0834,159.0538,164.665,152.7586,134.0926,175.3244
297776.6093,26.68,203.24,107.5698,960.0176,0.5454,3.5464,3.3778,6.7404,52.3224,72.7793,42.4919,67.7527,141.8542,116.1782,148.225,169.1808,150.3505,128.3359,169.2459
297796.1258,26.68,203.24,107.6188,959.8342,1.7814,-8.331,-11.6503,-13.5765,7.306,0.0464,-6.4903,-3.2658,73.6745,58.2074,72.2965,80.8745,66.1546,56.5548,74.8851
297815.6455,26.68,203.24,107.454,959.692,2.872,36.7541,51.9003,57.2637,23.7517,51.8257,55.313,59.8362,29.575,23.7297,30.3235,28.1015,33.9003,28.3786,34.2919
297835.1509,26.68,203.24,107.5671,959.5763,0.8721,170.02,188.4641,232.9711,112.5532,210.8368,219.5214,226.7675,163.1475,144.5474,173.0981,164.4198,162.7122,141.8687,183.1449
297854.6524,26.68,203.24,107.6001,960.2812,0.6574,32.6338,24.0182,60.0943,99.3213,172.2418,146.5456,173.1348,164.3894,141.6615,173.7095,179.8671,165.5443,144.9463,190.5751
297874.1614,26.68,203.24,107.6011,959.926,1.4113,-0.1432,-3.0533,-1.8447,42.089,60.3121,33.1836,54.8328,98.9682,81.9592,103.1811,114.3813,102.3476,87.3735,115.4055
297893.6791,26.68,203.24,107.593,959.8428,3.0632,13.8601,24.4505,28.5733,12.2722,28.0643,29.655,33.0858,14.8863,12.4403,15.8199,15.1504,19.607,16.7031,19.904
297913.2046,26.68,203.24,107.6218,959.9533,0.9276,179.3789,206.1195,237.7833,110.7376,211.766,220.352,227.7317,161.62,139.5973,167.8825,159.9135,160.426,140.3492,179.7316
297932.7131,26.68,203.24,107.4962,959.4636,0.785,42.0171,32.887,74.202,99.5074,174.7398,156.432,178.3893,157.3077,139.426,168.9865,170.651,158.4549,140.0683,183.9405
297952.2109,26.68,203.24,107.4082,960.0359,0.7638,3.4317,2.368,7.2528,61.1962,90.9831,55.1302,85.1802,137.9649,115.5288,146.2061,161.1604,145.64,124.7809,163.1305
297971.7151,26.68,203.24,107.5759,959.1515,1.0187,4.8013,4.0817,3.1926,21.5673,23.1736,13.4018,20.6287,107.2698,85.004,109.9453,126.2748,109.2479,91.9458,120.9144
297991.402,26.68,203.24,107.4751,960.3702,3.2173,-7.9246,-3.5297,-0.7578,0.6041,2.3537,3.487,5.5639,3.228,1.7251,3.2111,3.6968,6.9054,5.6218,6.5054
298011.1616,26.68,203.24,107.5322,959.9002,0.9934,181.9861,211.5882,239.9019,108.1843,213.37,216.8654,221.9375,160.3503,133.5043,160.1831,155.184,153.2955,132.812,168.5542
298030.9331,26.68,203.24,107.6307,959.6417,0.8014,50.2332,41.1194,85.9655,101.687,179.1206,162.7627,181.7771,173.0637,140.9414,169.745,171.1719,160.3013,142.8599,186.9843
298050.7099,26.68,203.24,107.4795,960.1942,0.8473,10.4487,8.7169,12.7263,60.357,94.2454,60.2812,86.1135,135.6365,107.761,134.7942,151.5649,134.4884,110.0344,143.6247
298070.4771,26.68,203.24,107.5349,959.4426,3.2811,-16.4005,-13.8133,-11.4214,-0.9092,-3.3831,-3.9392,-1.5541,1.1082,0.2926,1.6118,4.1224,5.5306,2.672,2.382
298090.2497,26.68,203.24,107.6007,960.678,1.0816,182.0642,213.6858,239.6582,107.0834,212.351,216.3804,220.9238,157.0476,130.3005,154.7543,149.7591,150.6649,129.856,165.2884
298110.0379,26.68,203.24,107.5929,959.4799,0.7853,56.7091,48.1403,95.1626,102.5079,183.5686,169.0814,183.4791,173.3123,141.9582,170.2738,174.8924,158.8107,140.3572,185.3579
298129.8201,26.68,203.24,107.6299,959.2498,0.8359,3.8183,2.2432,8.7382,66.0533,102.3665,64.2024,95.0668,146.081,115.3056,144.0336,160.454,143.4886,123.5103,163.2434
298149.5809,26.68,203.24,107.484,960.0164,0.691,10.5545,10.8907,10.6682,28.3886,34.5685,22.6522,31.4201,128.9053,98.9703,126.676,146.6194,121.0442,102.2109,134.6494
298169.361,26.68,203.24,107.5472,960.0734,3.3238,-25.1511,-25.4232,-23.2308,-7.7236,-16.7775,-17.0943,-15.3965,-3.4088,-3.4285,-3.3718,0.7238,-1.6114,-1.5946,-2.4338
298189.144,26.68,203.2403,107.5223,960.3033,1.1475,180.5704,214.5367,236.9366,103.8386,205.0526,209.9488,215.1378,152.9029,125.5031,150.7772,144.0204,144.8792,125.1853,158.6815
298208.9156,26.68,203.2481,107.4193,959.8569,0.8451,62.0579,54.0057,102.2289,102.8659,184.2126,170.8591,185.8512,172.0929,141.1733,169.4789,174.1369,159.5436,141.1586,184.0857
298228.6896,26.68,203.172,107.5138,959.9765,0.6332,16.1547,15.0725,21.1585,69.7281,112.821,76.6784,105.7579,155.4192,123.43,150.4274,163.2152,146.0266,124.5803,163.3956
298248.4507,26.68,203.5049,107.6199,959.7503,3.4047,-30.9115,-32.4861,-29.8343,-7.6242,-19.2823,-22.7351,-19.0392,-1.4677,-2.0692,-3.2282,-1.7058,-1.9447,-1.3953,-1.6373
298268.2193,26.68,202.2806,107.5301,960.496,1.256,179.5884,213.4206,229.2388,100.7948,202.6775,202.777,211.4379,146.9102,120.8447,144.2299,137.3783,141.1108,121.2449,153.0861
298287.9929,26.68,201.206,107.4159,959.7769,0.7859,70.2657,62.7518,112.0795,104.5504,186.9854,178.0253,191.0798,175.1323,145.0984,173.4822,174.7851,161.4757,142.6125,187.0402
298307.7781,26.68,201.2,107.5299,960.0187,0.8713,4.6803,2.4372,10.6977,70.3615,113.1682,73.0771,105.6304,144.8851,116.3027,144.5344,158.5993,144.5878,123.6569,162.3949
298327.5513,26.68,201.2,107.5352,960.1714,0.5234,13.7081,15.3057,16.1068,34.1619,44.4801,30.5381,41.7964,143.5753,107.1557,135.3913,156.7267,135.8823,114.834,151.2521
298347.3391,26.68,201.2,107.4178,960.1631,3.4011,-35.3231,-39.818,-39.0368,-14.0288,-31.3699,-31.913,-31.1218,-3.4854,-6.6333,-7.0702,-3.0377,-4.4898,-3.762,-4.4322
298367.1055,26.68,201.2,107.5271,959.8298,1.324,170.6704,207.4096,225.2431,97.7822,195.7691,199.536,204.8483,140.5815,115.2639,138.4024,132.5489,133.9933,115.4608,145.5194
298386.8802,26.68,201.2,107.5182,960.3461,0.9015,76.4575,69.6168,120.9976,104.6566,187.2091,179.9545,191.7572,172.4341,142.6499,169.916,170.0412,158.3935,140.4221,183.6827
298406.6472,26.68,201.2,107.5024,959.8676,0.4278,19.0866,18.7373,28.4463,79.13,130.3754,91.756,124.5526,164.809,131.4779,163.6701,176.0746,161.2428,138.5472,181.6317
298426.4102,26.68,201.2,107.5954,960.1941,3.3155,-37.3609,-43.5601,-43.1448,-10.1665,-26.8848,-31.9416,-28.3566,-3.4564,-3.6063,-3.2318,1.007,-0.6256,-0.3927,0.388
298446.1727,26.68,201.2,107.6158,959.614,1.365,164.4493,201.4036,217.4343,93.7492,189.2716,192.9412,200.116,134.343,109.269,131.4348,126.2667,128.0892,110.8622,138.5311
298465.9562,26.68,201.2,107.545,959.799,0.7822,85.4841,80.1643,132.6762,107.0435,190.9884,186.5421,196.2162,177.0795,146.0608,174.8149,175.7822,164.1523,145.2379,189.7551
298485.7429,26.68,201.2,107.4419,959.2842,0.9291,6.5018,3.4368,13.9894,75.1405,122.7759,82.869,115.6814,146.8251,117.2536,144.8226,160.3005,143.4487,123.7486,161.2468
298505.5255,26.68,201.2,107.4401,959.9177,0.3188,13.4369,16.2584,18.3124,39.3522,52.0069,35.8126,50.0338,146.8478,115.849,146.1588,166.6554,147.7191,125.8311,165.5207
298525.0964,26.68,201.2,107.4415,959.8294,3.2988,-37.6257,-46.5945,-46.8929,-16.2659,-37.4895,-39.8382,-40.672,-1.9415,-4.0524,-2.8919,3.3743,-1.9051,-1.2333,-0.1741
